Median_House_Value,Latitude,Longitude
241100,33.94,-117.94
267900,33.94,-117.95
145000,33.94,-117.94
245000,33.94,-117.93
224700,33.94,-117.93
184400,33.93,-117.93
267700,33.94,-117.92
198200,33.94,-117.92
174400,33.92,-117.93
137500,33.93,-117.93
139600,33.93,-117.93
166300,33.93,-117.92
291700,33.93,-117.91
350500,33.94,-117.91
227000,33.94,-117.89
306700,33.93,-117.88
247400,33.93,-117.9
190300,33.92,-117.89
267600,33.92,-117.9
208300,33.92,-117.91
196400,33.91,-117.91
221700,33.91,-117.91
230200,33.91,-117.91
267100,33.91,-117.91
170400,33.92,-117.89
216500,33.91,-117.89
195400,33.91,-117.9
159500,33.92,-117.89
125000,33.92,-117.89
288700,33.9,-117.89
258200,33.9,-117.89
193500,33.9,-117.9
226600,33.91,-117.9
201600,33.91,-117.9
302100,33.92,-117.92
336900,33.91,-117.92
411800,33.91,-117.92
293500,33.9,-117.91
4.00E+05,33.89,-117.92
337900,33.9,-117.92
364600,33.91,-117.93
349600,33.9,-117.9
375400,33.88,-117.9
467600,33.89,-117.89
161800,33.89,-117.92
269500,33.91,-117.97
381500,33.9,-117.96
372600,33.9,-117.95
346900,33.9,-117.96
146800,33.9,-117.98
341300,33.88,-117.96
349000,33.89,-117.95
334100,33.89,-117.96
313000,33.91,-117.94
500001,33.9,-117.93
459600,33.89,-117.94
365100,33.88,-117.94
500001,33.9,-117.94
188800,33.87,-117.98
158700,33.87,-117.98
137500,33.86,-117.98
205800,33.86,-117.98
169200,33.87,-117.97
161700,33.86,-117.97
174300,33.86,-117.97
141700,33.86,-117.97
184900,33.86,-117.96
183200,33.86,-117.96
187500,33.87,-117.96
193500,33.86,-117.95
191400,33.86,-117.95
190000,33.86,-117.96
256000,33.88,-117.94
184900,33.87,-117.95
185200,33.87,-117.95
55000,33.87,-117.95
167500,33.87,-117.96
175800,33.87,-117.96
275000,33.88,-117.95
194700,33.86,-117.94
197500,33.86,-117.94
195700,33.86,-117.95
182100,33.86,-117.93
184000,33.86,-117.93
183100,33.86,-117.94
185600,33.86,-117.94
240000,33.88,-117.93
137500,33.87,-117.93
187000,33.87,-117.94
239300,33.88,-117.94
191100,33.87,-117.92
162500,33.87,-117.92
182100,33.87,-117.93
241700,33.88,-117.93
293500,33.88,-117.93
232500,33.88,-117.92
235600,33.88,-117.91
243600,33.88,-117.92
318700,33.88,-117.92
351900,33.89,-117.91
230400,33.88,-117.9
215400,33.88,-117.9
218600,33.87,-117.9
195200,33.87,-117.9
143800,33.87,-117.91
177300,33.87,-117.91
119100,33.89,-117.88
173300,33.89,-117.88
162500,33.88,-117.88
175000,33.88,-117.89
229600,33.88,-117.89
243400,33.88,-117.89
188200,33.87,-117.89
202100,33.87,-117.89
190900,33.87,-117.88
148900,33.87,-117.89
168000,33.87,-117.93
155000,33.86,-117.93
186600,33.86,-117.93
182500,33.86,-117.93
162500,33.87,-117.93
193800,33.86,-117.89
165800,33.86,-117.91
133900,33.86,-117.92
157800,33.87,-117.92
176300,33.91,-117.87
277300,33.9,-117.88
114400,33.9,-117.88
218400,33.89,-117.88
265500,33.89,-117.88
270100,33.89,-117.87
270800,33.91,-117.86
285200,33.9,-117.86
299200,33.9,-117.86
280300,33.9,-117.87
289800,33.89,-117.86
274500,33.89,-117.86
275000,33.89,-117.87
201400,33.88,-117.86
171700,33.89,-117.87
184600,33.89,-117.87
156900,33.88,-117.87
183900,33.88,-117.87
190700,33.88,-117.87
204300,33.88,-117.87
254000,33.87,-117.86
350000,33.85,-117.87
187500,33.86,-117.85
262300,33.89,-117.85
288500,33.88,-117.85
272200,33.88,-117.86
301900,33.87,-117.85
260500,33.9,-117.85
242200,33.9,-117.85
226900,33.89,-117.84
240600,33.89,-117.85
145300,33.87,-117.88
324400,33.86,-117.87
162400,33.87,-117.87
158500,33.87,-117.87
297100,33.87,-117.87
216000,33.87,-117.86
2.00E+05,33.85,-117.88
142800,33.86,-117.87
113900,33.85,-117.88
297900,33.89,-117.81
327500,33.88,-117.82
238300,33.89,-117.82
371700,33.88,-117.81
278900,33.89,-117.82
246100,33.86,-117.78
263700,33.87,-117.76
272800,33.9,-117.83
299600,33.9,-117.84
245700,33.89,-117.83
259400,33.88,-117.83
264300,33.89,-117.84
231700,33.88,-117.83
280300,33.88,-117.82
243900,33.87,-117.83
461300,33.88,-117.81
233500,33.87,-117.81
206100,33.87,-117.8
235000,33.86,-117.81
303000,33.92,-117.87
308800,33.92,-117.88
371800,33.92,-117.85
272400,33.92,-117.87
306400,33.93,-117.83
277500,33.92,-117.8
357900,33.89,-117.8
252600,33.88,-117.79
169600,33.87,-117.78
301900,33.88,-117.78
268200,33.9,-117.78
259300,33.9,-117.82
354900,33.9,-117.8
366300,33.89,-117.74
307800,33.88,-117.76
410200,33.88,-117.77
415300,33.89,-117.78
233000,33.85,-117.8
235900,33.85,-117.82
213500,33.85,-117.82
304900,33.85,-117.8
454300,33.84,-117.82
460100,33.84,-117.81
365300,33.84,-117.79
335600,33.85,-117.78
266000,33.86,-117.78
288200,33.87,-117.76
380000,33.81,-117.78
417000,33.8,-117.77
231400,33.79,-117.8
283200,33.8,-117.79
353100,33.85,-117.77
410500,33.84,-117.76
270500,33.84,-117.75
300700,33.83,-117.76
266400,33.84,-117.77
500001,33.86,-117.76
388300,33.83,-117.75
314000,33.85,-117.74
413700,33.82,-117.78
500001,33.81,-117.76
230700,33.8,-117.81
204600,33.79,-117.81
388700,33.81,-117.8
290300,33.78,-117.8
242000,33.78,-117.8
237100,33.8,-117.69
286900,33.61,-117.66
256600,33.62,-117.66
227400,33.61,-117.67
248400,33.61,-117.66
274000,33.61,-117.66
279600,33.6,-117.66
278100,33.6,-117.66
243200,33.61,-117.67
143100,33.63,-117.68
257400,33.63,-117.68
202200,33.63,-117.67
186400,33.77,-117.62
272500,33.72,-117.6
266000,33.6,-117.67
288100,33.59,-117.66
314800,33.6,-117.67
315600,33.58,-117.66
280300,33.57,-117.67
286600,33.57,-117.66
197200,33.62,-117.7
282700,33.62,-117.69
248000,33.61,-117.68
236200,33.61,-117.69
303900,33.6,-117.68
234800,33.65,-117.65
250800,33.64,-117.66
164100,33.64,-117.67
237900,33.65,-117.66
251900,33.65,-117.65
351300,33.63,-117.65
294800,33.65,-117.65
223300,33.63,-117.66
288700,33.65,-117.63
484100,33.64,-117.62
436600,33.63,-117.64
293200,33.64,-117.64
216600,33.65,-117.64
196700,33.62,-117.63
238000,33.63,-117.63
275000,33.62,-117.65
184800,33.62,-117.64
257800,33.62,-117.66
278700,33.6,-117.65
247900,33.61,-117.64
316100,33.6,-117.65
348000,33.59,-117.64
357600,33.58,-117.66
195600,33.57,-117.65
331400,33.58,-117.65
214200,33.57,-117.66
337900,33.59,-117.65
170800,33.54,-117.67
181800,33.54,-117.67
222300,33.55,-117.67
184400,33.56,-117.67
286000,33.51,-117.64
363200,33.51,-117.64
447400,33.52,-117.55
378200,33.61,-117.59
495400,33.6,-117.58
302000,33.64,-117.49
279800,33.67,-117.59
483300,33.69,-117.53
167800,33.66,-117.59
215000,33.66,-117.58
190300,33.65,-117.58
260800,33.66,-117.59
151900,33.65,-117.59
233900,33.65,-117.6
284900,33.67,-117.61
204000,33.66,-117.64
182800,33.65,-117.59
500001,33.65,-117.58
219000,33.63,-117.61
500001,33.53,-117.65
500001,33.42,-117.62
500001,33.38,-117.63
402900,33.41,-117.61
282000,33.42,-117.61
309200,33.41,-117.6
294200,33.47,-117.62
363500,33.45,-117.63
310800,33.47,-117.63
220700,33.45,-117.61
387300,33.46,-117.63
325500,33.45,-117.64
249400,33.42,-117.65
284100,33.45,-117.64
247100,33.43,-117.62
231000,33.43,-117.62
231300,33.43,-117.62
370800,33.4,-117.65
240600,33.43,-117.62
187500,33.43,-117.61
190600,33.42,-117.62
310000,33.42,-117.62
243800,33.45,-117.6
341300,33.44,-117.59
252100,33.4,-117.59
246000,33.41,-117.59
280600,33.42,-117.6
346500,33.43,-117.61
414000,33.43,-117.6
346200,33.44,-117.61
358800,33.43,-117.59
500001,33.47,-117.67
277800,33.46,-117.67
500001,33.44,-117.67
3.00E+05,33.46,-117.67
288100,33.46,-117.66
312700,33.46,-117.66
500001,33.48,-117.66
248800,33.49,-117.65
271600,33.49,-117.64
402200,33.48,-117.65
500001,33.48,-117.65
353600,33.5,-117.63
256000,33.47,-117.63
277300,33.46,-117.65
275900,33.48,-117.64
239300,33.45,-117.65
500001,33.49,-117.73
381200,33.48,-117.76
500001,33.51,-117.74
420600,33.53,-117.73
244800,33.54,-117.72
251300,33.53,-117.72
324000,33.51,-117.72
500001,33.49,-117.72
500001,33.49,-117.73
295900,33.51,-117.73
288100,33.6,-117.69
265900,33.6,-117.68
227000,33.6,-117.69
216900,33.6,-117.7
279500,33.6,-117.69
332000,33.6,-117.69
348100,33.59,-117.69
314000,33.59,-117.68
330000,33.58,-117.69
500001,33.59,-117.68
500001,33.58,-117.69
285600,33.47,-117.68
231400,33.48,-117.68
214500,33.49,-117.68
106300,33.49,-117.68
183300,33.49,-117.67
250000,33.49,-117.67
480800,33.51,-117.68
294300,33.49,-117.68
288500,33.48,-117.69
305600,33.47,-117.69
189600,33.51,-117.66
186300,33.5,-117.66
120400,33.51,-117.67
126400,33.51,-117.67
184400,33.51,-117.67
3.00E+05,33.47,-117.69
320800,33.47,-117.7
305600,33.47,-117.7
243800,33.47,-117.69
350000,33.47,-117.7
500001,33.43,-117.72
315500,33.55,-117.68
341400,33.54,-117.68
322800,33.52,-117.68
318300,33.55,-117.69
272000,33.54,-117.69
282900,33.53,-117.69
325000,33.52,-117.69
279000,33.51,-117.7
278200,33.52,-117.69
288500,33.53,-117.7
340900,33.52,-117.71
487000,33.51,-117.71
500001,33.51,-117.71
500001,33.57,-117.68
384200,33.55,-117.69
274300,33.55,-117.69
354700,33.54,-117.7
262100,33.55,-117.7
298500,33.56,-117.7
183300,33.56,-117.7
138500,33.57,-117.7
453800,33.54,-117.71
318300,33.54,-117.71
187500,33.58,-117.71
119900,33.57,-117.7
226000,33.57,-117.71
144300,33.57,-117.71
268500,33.51,-117.68
173000,33.51,-117.69
245400,33.5,-117.7
397700,33.49,-117.71
434700,33.5,-117.7
336700,33.48,-117.7
340300,33.48,-117.7
368500,33.47,-117.71
454100,33.46,-117.74
345700,33.47,-117.71
162500,33.68,-117.7
355100,33.71,-117.76
158300,33.71,-117.75
344900,33.7,-117.76
337100,33.71,-117.77
207500,33.7,-117.77
137500,33.7,-117.77
274600,33.65,-117.69
307400,33.65,-117.71
355600,33.65,-117.7
308900,33.64,-117.71
220600,33.63,-117.71
241800,33.63,-117.71
219700,33.63,-117.71
286800,33.63,-117.7
67500,33.64,-117.72
225600,33.62,-117.7
241700,33.63,-117.7
242800,33.62,-117.71
386100,33.72,-117.76
368700,33.72,-117.76
362500,33.72,-117.75
148400,33.72,-117.76
108300,33.71,-117.76
87500,33.73,-117.74
350500,33.66,-117.69
225700,33.66,-117.69
309200,33.67,-117.67
237400,33.66,-117.67
239900,33.65,-117.68
243400,33.68,-117.64
500001,33.72,-117.7
302000,33.65,-117.69
326600,33.64,-117.7
273800,33.63,-117.69
215800,33.64,-117.69
262000,33.64,-117.69
162500,33.71,-117.82
272800,33.72,-117.82
261300,33.73,-117.81
201400,33.72,-117.8
302400,33.71,-117.81
276500,33.72,-117.82
187200,33.7,-117.77
184100,33.69,-117.77
154000,33.69,-117.77
55000,33.69,-117.77
238900,33.69,-117.78
315600,33.68,-117.78
295500,33.69,-117.78
325500,33.69,-117.8
313900,33.69,-117.79
326100,33.68,-117.79
306700,33.68,-117.8
251000,33.69,-117.8
328000,33.69,-117.8
225000,33.68,-117.8
274100,33.68,-117.8
342900,33.67,-117.81
242500,33.67,-117.81
199600,33.67,-117.81
275000,33.67,-117.81
296600,33.67,-117.81
192200,33.68,-117.81
234300,33.68,-117.78
236800,33.68,-117.78
311500,33.68,-117.79
235600,33.68,-117.78
265900,33.68,-117.79
375300,33.68,-117.79
240000,33.67,-117.8
302500,33.67,-117.8
329100,33.67,-117.8
450000,33.69,-117.81
500001,33.68,-117.81
360600,33.68,-117.82
333600,33.68,-117.82
290700,33.67,-117.82
184500,33.68,-117.83
358000,33.68,-117.82
160200,33.67,-117.77
278700,33.72,-117.77
304700,33.72,-117.77
379800,33.71,-117.77
375700,33.71,-117.77
227800,33.71,-117.77
331200,33.71,-117.78
195400,33.71,-117.78
291300,33.73,-117.79
233900,33.7,-117.78
247100,33.7,-117.79
283200,33.71,-117.79
313400,33.71,-117.79
239500,33.7,-117.79
194000,33.7,-117.8
227700,33.7,-117.79
244800,33.69,-117.79
340000,33.69,-117.79
333300,33.69,-117.8
433300,33.55,-117.8
500001,33.56,-117.79
500001,33.56,-117.81
500001,33.55,-117.8
237500,33.6,-117.77
500001,33.53,-117.8
450000,33.54,-117.78
452100,33.55,-117.79
378200,33.54,-117.75
500001,33.51,-117.77
499100,33.55,-117.77
194400,33.57,-117.73
450000,33.67,-117.86
350000,33.67,-117.82
275000,33.67,-117.83
272800,33.66,-117.83
291700,33.66,-117.83
269000,33.67,-117.81
223400,33.66,-117.8
383900,33.66,-117.81
274200,33.66,-117.81
278400,33.66,-117.82
198300,33.64,-117.84
500001,33.61,-117.87
500001,33.61,-117.86
500001,33.55,-117.88
500001,33.6,-117.84
500001,33.62,-117.86
500001,33.62,-117.86
500001,33.62,-117.85
500001,33.61,-117.85
500001,33.62,-117.85
500001,33.63,-117.86
500001,33.54,-117.77
466400,33.54,-117.76
373700,33.54,-117.77
384700,33.53,-117.77
500001,33.52,-117.8
426100,33.53,-117.76
391900,33.53,-117.76
500001,33.53,-117.76
445600,33.53,-117.77
500001,33.51,-117.78
161800,33.63,-117.73
231400,33.62,-117.74
182300,33.64,-117.75
110000,33.62,-117.72
105800,33.62,-117.72
80300,33.61,-117.71
162500,33.63,-117.72
86900,33.62,-117.72
186800,33.61,-117.73
241700,33.62,-117.74
229800,33.61,-117.74
180800,33.61,-117.74
186500,33.61,-117.75
255600,33.6,-117.75
227600,33.61,-117.75
120600,33.61,-117.73
322600,33.61,-117.7
74300,33.6,-117.7
229800,33.6,-117.71
74800,33.6,-117.71
80400,33.61,-117.72
81100,33.61,-117.72
74100,33.61,-117.71
72300,33.61,-117.71
72500,33.6,-117.71
80600,33.6,-117.7
77100,33.6,-117.7
190900,33.59,-117.7
230400,33.66,-117.84
231600,33.66,-117.84
225000,33.65,-117.84
296200,33.66,-117.83
187500,33.65,-117.83
250400,33.65,-117.83
387500,33.66,-117.82
410400,33.63,-117.81
362500,33.65,-117.82
270800,33.63,-117.8
450400,33.64,-117.8
493000,33.63,-117.8
500001,33.64,-117.82
442100,33.64,-117.81
500001,33.64,-117.81
500001,33.6,-117.88
500001,33.6,-117.87
5.00E+05,33.6,-117.87
500001,33.59,-117.87
500001,33.6,-117.87
500001,33.6,-117.86
482900,33.6,-117.87
500001,33.6,-117.89
500001,33.61,-117.9
500001,33.61,-117.91
500001,33.6,-117.91
500001,33.57,-117.92
500001,33.6,-117.9
500001,33.61,-117.92
500001,33.61,-117.91
500001,33.61,-117.92
500001,33.61,-117.92
500001,33.61,-117.91
345400,33.63,-117.88
93800,33.62,-117.89
392200,33.64,-117.88
500001,33.61,-117.9
350000,33.61,-117.89
500001,33.61,-117.89
500001,33.61,-117.89
500001,33.61,-117.89
500001,33.6,-117.89
500001,33.61,-117.89
500001,33.61,-117.9
500001,33.64,-117.87
500001,33.65,-117.86
500001,33.63,-117.87
500001,33.62,-117.87
500001,33.62,-117.87
477300,33.65,-117.88
500001,33.63,-117.9
106300,33.63,-117.91
450700,33.63,-117.9
455000,33.63,-117.9
500001,33.63,-117.9
295400,33.66,-117.88
265200,33.66,-117.89
226000,33.66,-117.9
245500,33.65,-117.9
253100,33.66,-117.89
441100,33.65,-117.9
339800,33.64,-117.9
261800,33.65,-117.9
272300,33.65,-117.9
217900,33.65,-117.91
284100,33.65,-117.9
276800,33.65,-117.91
268400,33.64,-117.91
310900,33.64,-117.9
325400,33.64,-117.91
326100,33.64,-117.91
311100,33.63,-117.91
317900,33.63,-117.92
335700,33.63,-117.91
268800,33.64,-117.92
307600,33.64,-117.91
236400,33.63,-117.92
407000,33.63,-117.91
471300,33.62,-117.92
490800,33.63,-117.92
458500,33.62,-117.92
500001,33.61,-117.91
500001,33.62,-117.91
500001,33.62,-117.91
312500,33.61,-117.92
500001,33.62,-117.93
484600,33.62,-117.93
439100,33.62,-117.94
500001,33.63,-117.95
471400,33.6,-117.96
366700,33.61,-117.93
500001,33.62,-117.93
500001,33.62,-117.94
222100,33.65,-117.94
215200,33.65,-117.93
185400,33.64,-117.93
272000,33.64,-117.94
192900,33.64,-117.93
188700,33.64,-117.92
225000,33.64,-117.94
177800,33.64,-117.93
358800,33.63,-117.95
381500,33.63,-117.95
226300,33.63,-117.93
271600,33.63,-117.95
213400,33.65,-117.91
225000,33.64,-117.92
182500,33.65,-117.92
225000,33.65,-117.93
181300,33.65,-117.91
225400,33.65,-117.92
211500,33.65,-117.92
220000,33.65,-117.92
275000,33.65,-117.93
244600,33.68,-117.92
336500,33.67,-117.93
367000,33.67,-117.94
224100,33.66,-117.94
209700,33.65,-117.94
220100,33.65,-117.93
263800,33.69,-117.93
261000,33.69,-117.93
245600,33.68,-117.92
264200,33.68,-117.93
374200,33.68,-117.94
430900,33.67,-117.92
414700,33.66,-117.93
213000,33.65,-117.93
229500,33.69,-117.91
218400,33.67,-117.91
249200,33.68,-117.9
266100,33.67,-117.9
260300,33.68,-117.89
275900,33.67,-117.9
253500,33.67,-117.91
243300,33.66,-117.91
180900,33.65,-117.91
193800,33.66,-117.91
161000,33.66,-117.9
192600,33.66,-117.9
316600,33.69,-117.9
275000,33.69,-117.87
181300,33.68,-117.89
233100,33.69,-117.88
152800,33.71,-117.86
157500,33.71,-117.86
155500,33.71,-117.87
262500,33.71,-117.87
266400,33.7,-117.87
246000,33.7,-117.87
184900,33.71,-117.88
185200,33.71,-117.88
245000,33.71,-117.88
225800,33.7,-117.88
116700,33.7,-117.88
240500,33.7,-117.88
205400,33.7,-117.88
137500,33.72,-117.9
182100,33.72,-117.91
180700,33.72,-117.9
155200,33.73,-117.9
197800,33.72,-117.89
183500,33.72,-117.89
177500,33.73,-117.88
165300,33.72,-117.88
170000,33.72,-117.88
260500,33.71,-117.9
202400,33.71,-117.89
233300,33.71,-117.89
252000,33.71,-117.9
266300,33.71,-117.89
305200,33.71,-117.9
161700,33.7,-117.92
145700,33.71,-117.91
129200,33.7,-117.89
190800,33.7,-117.9
162500,33.7,-117.9
150500,33.73,-117.86
157700,33.72,-117.86
165900,33.72,-117.87
174000,33.72,-117.87
150600,33.72,-117.86
159100,33.72,-117.86
115000,33.73,-117.85
175000,33.73,-117.84
121400,33.74,-117.84
134600,33.74,-117.84
112500,33.74,-117.84
131500,33.74,-117.83
154200,33.75,-117.86
173400,33.75,-117.86
123200,33.75,-117.86
117500,33.76,-117.86
159800,33.74,-117.85
171400,33.75,-117.85
165300,33.74,-117.86
175900,33.74,-117.86
170800,33.74,-117.85
177400,33.73,-117.86
182100,33.73,-117.86
180200,33.73,-117.86
158500,33.74,-117.87
177000,33.73,-117.87
172500,33.74,-117.87
165600,33.74,-117.86
159100,33.73,-117.86
162500,33.74,-117.86
177400,33.73,-117.89
164100,33.73,-117.9
166400,33.73,-117.9
163500,33.73,-117.88
170500,33.73,-117.88
139200,33.75,-117.89
158400,33.74,-117.89
160600,33.74,-117.89
159500,33.75,-117.9
180400,33.74,-117.9
166700,33.74,-117.9
183200,33.74,-117.91
179900,33.73,-117.91
178500,33.73,-117.9
111000,33.74,-117.9
173100,33.74,-117.9
151700,33.74,-117.9
159000,33.74,-117.89
154400,33.74,-117.89
163900,33.73,-117.89
151800,33.75,-117.88
151900,33.74,-117.88
159400,33.74,-117.88
140300,33.74,-117.88
158900,33.74,-117.87
148500,33.74,-117.88
163500,33.74,-117.88
183300,33.76,-117.87
144400,33.75,-117.87
162500,33.75,-117.87
158000,33.75,-117.86
137500,33.75,-117.86
102500,33.75,-117.87
350000,33.75,-117.87
235500,33.76,-117.88
205300,33.76,-117.88
195400,33.75,-117.88
187200,33.75,-117.88
176800,33.76,-117.9
163000,33.75,-117.9
177200,33.76,-117.89
170100,33.75,-117.89
187500,33.78,-117.88
288800,33.77,-117.88
237400,33.78,-117.88
195000,33.77,-117.89
189600,33.77,-117.89
192700,33.76,-117.89
320300,33.77,-117.87
311300,33.76,-117.87
240300,33.77,-117.86
205300,33.76,-117.86
218800,33.76,-117.84
204700,33.76,-117.85
215700,33.76,-117.84
219400,33.76,-117.84
139500,33.75,-117.84
213800,33.76,-117.85
206500,33.77,-117.84
233100,33.77,-117.85
249100,33.77,-117.84
229600,33.76,-117.84
296400,33.75,-117.83
236500,33.75,-117.82
146500,33.75,-117.82
137800,33.74,-117.82
210200,33.75,-117.83
252200,33.75,-117.81
247200,33.74,-117.8
252800,33.73,-117.81
216900,33.74,-117.81
140600,33.73,-117.81
234200,33.73,-117.81
137000,33.73,-117.82
225000,33.73,-117.82
223000,33.73,-117.82
183600,33.74,-117.83
160400,33.73,-117.83
366800,33.76,-117.8
487200,33.76,-117.79
500001,33.75,-117.79
500001,33.75,-117.79
286600,33.75,-117.8
290200,33.74,-117.8
227800,33.75,-117.81
451300,33.77,-117.79
439000,33.77,-117.79
500001,33.76,-117.78
481500,33.78,-117.78
374000,33.79,-117.76
500001,33.76,-117.77
324600,33.77,-117.82
203200,33.77,-117.83
285400,33.77,-117.83
287800,33.76,-117.82
359200,33.77,-117.82
265600,33.76,-117.82
281800,33.76,-117.81
349500,33.77,-117.8
334600,33.77,-117.81
477100,33.83,-117.81
377600,33.83,-117.83
231400,33.83,-117.83
165600,33.8,-117.82
218100,33.79,-117.83
222300,33.79,-117.82
221000,33.8,-117.83
196000,33.8,-117.83
235700,33.79,-117.84
220100,33.79,-117.83
199600,33.79,-117.84
229200,33.78,-117.84
248000,33.78,-117.84
211900,33.79,-117.81
318500,33.78,-117.82
270500,33.78,-117.81
274700,33.78,-117.82
500001,33.82,-117.81
500001,33.83,-117.8
500001,33.82,-117.82
431800,33.81,-117.81
500001,33.82,-117.81
456900,33.81,-117.82
267600,33.82,-117.83
150000,33.82,-117.83
225600,33.81,-117.83
244000,33.81,-117.82
234200,33.81,-117.83
236700,33.81,-117.82
2.00E+05,33.79,-117.85
236800,33.79,-117.85
146400,33.79,-117.86
211000,33.79,-117.85
212100,33.78,-117.85
215000,33.78,-117.86
225000,33.77,-117.85
236400,33.79,-117.85
187500,33.79,-117.86
178800,33.78,-117.86
168500,33.78,-117.87
173500,33.78,-117.87
186000,33.78,-117.87
190400,33.8,-117.86
194500,33.79,-117.86
219900,33.79,-117.87
190300,33.79,-117.88
193800,33.78,-117.89
197900,33.78,-117.9
271700,33.84,-117.85
159400,33.84,-117.86
247300,33.84,-117.85
232400,33.83,-117.85
227100,33.83,-117.86
219400,33.84,-117.84
153100,33.8,-117.86
248100,33.81,-117.85
234500,33.81,-117.85
216700,33.8,-117.85
194100,33.8,-117.85
244900,33.81,-117.84
222100,33.8,-117.84
230600,33.8,-117.84
230900,33.82,-117.86
251200,33.82,-117.84
232600,33.84,-117.84
182800,33.84,-117.89
200800,33.83,-117.89
211800,33.83,-117.9
179100,33.82,-117.89
187500,33.8,-117.89
216200,33.82,-117.89
140500,33.82,-117.89
280100,33.81,-117.87
235400,33.84,-117.87
238500,33.84,-117.88
223800,33.84,-117.88
231000,33.83,-117.87
241200,33.83,-117.88
266700,33.83,-117.88
225000,33.82,-117.88
232000,33.82,-117.88
249400,33.82,-117.87
223900,33.85,-117.88
224700,33.85,-117.88
213900,33.84,-117.88
225000,33.84,-117.88
187100,33.85,-117.9
193500,33.85,-117.9
273000,33.85,-117.89
186200,33.85,-117.9
201300,33.85,-117.89
187400,33.84,-117.9
195100,33.84,-117.89
225000,33.85,-117.88
262700,33.84,-117.88
237300,33.84,-117.87
231400,33.84,-117.87
139000,33.84,-117.87
249200,33.84,-117.87
254100,33.85,-117.85
158500,33.85,-117.86
166100,33.85,-117.92
223000,33.84,-117.92
170100,33.85,-117.92
156700,33.85,-117.91
175400,33.84,-117.91
180000,33.85,-117.91
162500,33.84,-117.91
118100,33.85,-117.93
168600,33.85,-117.94
178400,33.85,-117.93
183900,33.85,-117.93
163900,33.85,-117.93
196900,33.85,-117.93
186200,33.85,-117.94
189900,33.84,-117.93
203500,33.85,-117.95
189200,33.85,-117.96
182900,33.85,-117.97
185700,33.85,-117.96
183700,33.84,-117.95
173400,33.84,-117.95
180000,33.84,-117.95
135400,33.84,-117.94
182100,33.84,-117.94
181500,33.85,-117.98
191100,33.84,-117.98
189600,33.84,-117.98
170700,33.85,-117.97
186300,33.84,-117.96
186800,33.84,-117.97
190200,33.84,-117.97
191700,33.84,-117.97
219000,33.84,-117.97
255500,33.84,-117.99
187500,33.83,-117.97
220700,33.84,-117.98
185800,33.83,-117.98
204700,33.82,-118
225900,33.82,-118.01
202300,33.83,-118.01
219600,33.83,-118.01
196100,33.83,-118
212500,33.83,-118
224800,33.82,-118
199000,33.83,-117.99
252100,33.82,-117.99
191400,33.83,-117.99
215500,33.82,-117.99
228500,33.83,-117.98
2.00E+05,33.82,-117.98
218100,33.82,-117.98
230800,33.83,-117.98
200900,33.83,-117.97
205200,33.82,-117.97
197700,33.82,-117.97
197400,33.83,-117.96
137500,33.83,-117.96
298900,33.83,-117.96
171400,33.84,-117.95
350000,33.83,-117.94
217800,33.83,-117.95
215400,33.82,-117.94
196900,33.82,-117.94
213200,33.82,-117.95
216700,33.83,-117.95
220800,33.83,-117.96
210900,33.83,-117.95
186300,33.83,-117.93
187200,33.82,-117.92
208100,33.82,-117.94
228600,33.82,-117.94
198800,33.82,-117.93
220000,33.84,-117.92
171300,33.83,-117.92
201900,33.83,-117.93
287100,33.84,-117.93
282500,33.84,-117.93
350000,33.84,-117.91
164700,33.83,-117.9
175000,33.83,-117.91
212500,33.83,-117.92
165400,33.84,-117.91
168100,33.84,-117.91
160600,33.83,-117.91
161400,33.83,-117.91
179300,33.83,-117.92
166400,33.83,-117.92
170800,33.83,-117.91
166900,33.82,-117.9
152400,33.82,-117.92
184600,33.82,-117.91
182900,33.82,-117.91
153100,33.81,-117.91
179600,33.82,-117.91
166300,33.81,-117.93
205100,33.81,-117.92
218000,33.8,-117.93
159500,33.8,-117.92
45000,33.8,-117.9
157500,33.8,-117.9
350000,33.8,-117.9
212500,33.8,-117.9
238000,33.81,-117.94
214300,33.81,-117.94
227400,33.81,-117.94
243200,33.81,-117.94
254800,33.8,-117.94
172200,33.81,-117.94
231900,33.8,-117.93
208700,33.82,-117.95
224700,33.82,-117.95
183400,33.82,-117.96
197400,33.82,-117.96
195200,33.8,-117.96
177400,33.81,-117.96
182500,33.81,-117.96
180000,33.81,-117.96
180400,33.82,-117.96
209400,33.82,-117.96
195200,33.81,-117.95
183900,33.81,-117.96
240700,33.81,-117.95
201800,33.81,-118
174700,33.81,-118
177100,33.81,-118.01
202800,33.82,-118
153800,33.81,-118
146300,33.81,-118
162500,33.8,-117.99
196500,33.81,-118
189600,33.82,-117.99
182900,33.81,-117.99
153100,33.81,-117.99
162500,33.81,-117.99
181800,33.81,-117.98
183100,33.81,-117.98
215600,33.81,-117.98
206300,33.81,-117.97
180600,33.81,-117.97
180800,33.8,-117.99
169000,33.79,-117.99
190500,33.79,-117.99
167800,33.79,-117.99
227500,33.8,-117.98
179700,33.79,-117.98
191400,33.8,-117.98
225600,33.8,-117.97
211400,33.79,-117.97
143500,33.79,-118
213000,33.78,-117.99
213300,33.79,-117.99
187500,33.78,-117.98
224200,33.79,-117.97
173900,33.78,-117.99
203800,33.78,-117.97
